date,Strain Score,Avg Heart Rate,Heart Rate Variability,Max Heart Rate,Resting Heart Rate,Total Calories Burned,Recovery Score,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,Nap Count,Nap Sleep,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Score,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Sleep Consistency,Sleep Cycles,Sleep Disturbances,Sleep Disturbances / Hour,Sleep Disturbances Duration,Sleep Onset Latency,Sleep Respiratory Rate,Time Asleep Percent,Time Awake Percent
2021-01-13,5.078684127361091,86.0,,151.0,,540.7545042311484,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,4.066178959922004,73.0,52.838860000000004,120.0,63.0,1839.9394456560706,47.0,2.3360386111111113,22.857958655709183,5.272063888888889,51.586740830949275,,,2.611701666666667,25.55530051334154,13.416666666666666,100.0,2.4333333333333336,0.77645,10.983681666666666,10.219804166666666,,10.0,7.0,0.637309074719785,17.912266666666667,1.474,17.314453,92.93895913797918,7.061040862020818
2021-01-15,5.452735963251852,69.0,72.302245,136.0,55.0,2153.104647167782,61.0,1.934976388888889,17.986388171184686,5.10441138888889,47.44756843192853,,,3.718616388888889,34.56604339688678,12.716666666666667,100.0,1.1666666666666667,0.8093380555555556,11.554055833333335,10.758004166666668,,10.0,13.0,1.125146025562308,26.80435,0.0,17.050781,93.0032496661098,6.996750333890202
2021-01-16,4.313026837375251,63.0,91.27403000000001,123.0,57.0,1802.620123722813,74.0,2.394589166666667,20.253728639980647,5.599858888888888,47.36429277161563,,,3.8285066666666667,32.38197858840372,14.166666666666666,100.0,1.8333333333333335,0.46736833333333333,12.277435277777778,11.822954722222223,,9.0,10.0,0.8145023593078965,21.853616666666667,0.0,16.230469,96.19726567625031,3.8027343237496942
2021-01-17,4.0433942747478095,64.0,68.15085,111.0,56.0,2004.9691719945029,58.0,2.5114322222222225,21.486417602959005,6.40384638888889,54.78774882290757,,,2.773185555555556,23.725833574133432,11.95,100.0,-0.6166666666666671,0.8833983333333334,12.558349722222223,11.688464166666666,60.0,11.0,9.0,0.7166546719171502,20.812183333333333,0.0,16.992188,92.97321034704815,7.026789652951846
2021-01-18,9.444981834035735,70.0,63.75351,172.0,54.0,3108.278701227892,46.0,0.8336697222222221,18.325056192481014,3.032011944444444,66.64724383909864,1.0,10.050265,0.6836616666666665,15.027699968420352,13.033333333333333,57.0,8.083333333333334,0.1668413888888889,4.7111833333333335,4.549343333333334,27.0,3.0,4.0,0.8490435877751874,9.933466666666668,0.0,16.699219,96.46236526523765,3.5376347347623565
2021-01-19,7.3331760643468336,72.0,,176.0,,2297.1284767865677,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,,,87.99144,,63.0,,71.0,1.8015597222222222,18.733875879635992,6.180853611111112,64.2728314540286,,,1.634175,16.99329266633541,12.566666666666666,100.0,1.15,1.8106530555555553,11.413864722222224,9.616588333333334,54.0,5.0,9.0,0.7885146897244587,18.3769,0.0,17.25586,84.15494174021634,15.845058259783656
2021-01-21,4.244638702159324,68.0,74.14796,119.0,53.0,3023.6165208980638,62.0,1.409596111111111,15.93864163863518,6.232721944444444,70.47488335325501,,,1.2015730555555555,13.586475008109804,13.15,100.0,3.8,0.5007883333333333,9.334514444444444,8.84389111111111,51.0,4.0,5.0,0.5356465009249425,9.933433333333333,0.0,16.933594,94.6409254987226,5.359074501277405
2021-01-22,10.598454834078057,67.0,82.39597,167.0,50.0,2101.723782191085,86.0,2.2277402777777775,20.303578031685355,5.927385277777778,54.022064740541985,,,2.8170305555555553,25.674357227772663,12.15,100.0,0.7,0.483945,11.444040277777779,10.972156111111111,64.0,10.0,11.0,0.961198993799417,24.321,0.0,16.757812,95.77565704678855,4.224342953211443
